,acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes,year,Address
643,916127,2007-07-21,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,pendulum,Flying carpet ride,Falling Star,"Chance Manufacturing, Inc.",1,0.0,U,"Datron stated 'As the ride was going faster, a patron on ride was pushing into me and my arm got caught in the lap bar.'",0,0,Entrapment or pinch-point,False,False,False,Inadvertent Rider Mishap,2007,"Clementon, NJ"
2397,917740,2005-11-18,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,In-house,1,78.0,F,"Guest felt dizzy and nauseous midway through the attraction. Her family took her to First Aid where she developed a headache and vomited. Within 30 minute she was transported via ambulance. Guest takes medication for history of stroke, diabetes, high blood pressure and dizziness.",0,0,Illness or neurological symptoms,False,False,False,0,2005,"Anaheim, CA"
589,919381,2007-07-30,CA,Roseville,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Family raft slide,Mammoth River 10 Bubba,Pro Slide,1,17.0,F,17-yo femaile lifeguard was riding when she came out of the slide and struck her back on the bricks located at the end of the catch pool.,Back injury.  Transported to local hospital.,https://saferparksdata.org/sites/default/files/accident_reports/CA_919381.pdf,Fall: patron fell from device (participatory),True,False,False,"A similar ejection accident occurred two days prior to this one.  When state officials investigated, the park manager stated that the pool water level had been low, which reduces the braking effect from the raft running into the water at the bottom of the slide.  The park plans to install an auto-fill device that monitors and maintains the water level in the splash pool.",2007,"Roseville, CA"
5437,919905,2003-08-02,CA,Manteca,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Speed slide,speed slide,Pro Slide,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2003,"Manteca, CA"
10645,905075,2000-08-26,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Don Rossner,1,24.0,F,Guest stated she felt her neck strain during ride.,Neck pain after ride,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
11549,905859,2000-07-02,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,38.0,M,"guest stated as she was exiting boat, it was bumped by 2nd boat porting.",Left leg pain,0,Collision: operator-controlled vehicles,True,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
1454,916378,2006-08-09,TX,0,F,Texas Dept. of Insurance,Water park,water park,water slide,Tube slide,tube slide,In-house,1,15.0,M,Pain to foot,Impact with ride.,0,Impact: hit something in participatory attraction,False,False,False,0,2006,"0, TX"
2102,918622,2006-05-21,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Speed slide,speed slide,Surf Coaster,1,23.0,F,"Guest stated she was going down the slide when she hit her head on the slide near the end. Guest stated she began to experience pain from her head and neck to her back. Guest wanted to go to first aid to rest. After resting in first aid, she decided to go to hospital for medical treatment. Guest speaks only in Spanish.","head, neck and back pain",0,Impact: hit something in participatory attraction,False,False,False,0,2006,"San Dimas, CA"
7784,910485,2002-06-09,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Family raft slide,family raft,WhiteWater West Industries Ltd.,1,0.0,M,Family raft ride- tube came up wall of ride and patron was tossed with the raft. His foot rolled under him.,Muscular injury left ankle,0,Impact: hit something in participatory attraction,False,False,False,0,2002,"0, NJ"
7176,911150,2002-07-17,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,Reverchon,1,15.0,F,Patron slid forward in boat and scraped the outside of her calves slightly.,Scraped Calves,0,Impact: hit something within ride vehicle,False,False,False,0,2002,"Seaside Heights, NJ"
4585,914186,2004-06-26,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,water park,float attraction,Lazy river,lazy river,Air-Tech Systems Inc.,1,10.0,M,"Pt. Encountered sitting on ground at locker entrance of Lazy River, complained severe pain in right foot.",0,0,Impact: hit something in participatory attraction,True,False,False,Product failure,2004,"Seaside Heights, NJ"
2811,920165,2005-08-06,CA,Concord,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Half pipe,half pipe,0,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2005,"Concord, CA"
8577,906507,2001-08-23,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,RC48,Pinfari,1,6.0,M,Guest guardian states that when the ride came to a stop it was very abrupt and the guest went forward and struck his face on the restaints. This caused his already loose tooth to become looser and bleed.,Bleeding,0,Abrupt stop/drop/lurch,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
6956,909555,2002-07-31,TX,AMARILLO,F,Texas Dept. of Insurance,Amusement park,amusement ride,spinning,Tilt-a-whirl/waltzer,Tilt-a-Whirl,Sellner,1,4.0,M,He tripped getting into the car,Cut on upper forehead. Got stitches,0,Load/Unload: scrape or stumble,False,False,False,0,2002,"AMARILLO, TX"
1407,918281,2006-08-17,CA,Buena Park,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,WhiteWater West Industries Ltd.,1,13.0,M,"Guest bumped side of river with chin and mouth while turning inside tube. Guest received an abrasion to chin, chipped tooth.",chipped tooth,0,Impact: hit something in participatory attraction,False,False,False,0,2006,"Buena Park, CA"
11588,905884,2000-07-01,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,NBGS International,1,8.0,F,Hit head on ship in lil bucs bay.,Laceration on top of head,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
220,916251,2007-12-15,NJ,Egg Harbor Twp.,P,New Jersey Dept. of Community Affairs,Carnival or rental,recreation,inflatable,Inflatable obstacle course,inflatable obstacle course,Elite Inflatables,1,0.0,U,Two children were pulling on one end of tug of war rope with 1 child on other end. Rope popped and child hit his face on children behind him. The clip broke on opposite end of child hit and did not come through hole. Child that was hit was playing tug of war. Little girl inside of DC informed Desk Mgr. that the cord never came through.,0,0,Equipment failure,True,False,False,"Product failure, Misbehavior of Rider",2007,"Egg Harbor Twp., NJ"
1260,912441,2006-09-23,GA,Union City,F,Georgia Dept. of Labor,Family entertainment center,amusement ride,cars & track rides,Train/tram,El Paso train,Zamperla,1,3.0,M,3-yo child sitting in engineer's car with lap strap secured reached his hand out toward the wheel of the car.  The child's hand was crushed between the wheel and the track.,Severe laceration and crush injury.  Child was airlifted to a hospital for treatment by a reconstructive plastic surgeon.  Long-term outcome uncertain.,https://saferparksdata.org/sites/default/files/accident_reports/GA_912441.pdf,Impact: extremity hit something outside carrier,False,False,False,"State inspectors found that ""while the wheels on the train were recessed and would be difficult to reach from the car, the wheels on the engine [where the victim was riding] would be less difficult if the child had an opportunity to lean way out of the car"".  No follow-up was deemed necessary by the regulating agency as the ride was found to be operating as designed and all safety equipment was in place.",2006,"Union City, GA"
573,916152,2007-08-01,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Himalaya-type,Thunderbolt,"Chance Manufacturing, Inc.",1,0.0,U,Patron stated she hit her forehead on the lapbar on the ***.,0,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2007,"Clementon, NJ"
9503,907124,2001-07-05,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Water slide - undefined,waterslide,Pro Slide,1,39.0,F,Patron felt neck discomfort after exiting.,Neck pain,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
5002,917271,2004-01-02,CA,Riverside,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - family/kiddie,family/kiddie coaster,Vekoma,1,7.0,F,Guest exited ride with a small laceration on left eyebrow but did not know its origin.,cut to left eyebrow,0,Impact: hit something within ride vehicle,False,False,False,0,2004,"Riverside, CA"
11117,905494,2000-07-25,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,"O.D. Hopkins Associates, Inc.",1,22.0,M,States he hit his chest on the lap bar.,Chest pain,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
8664,906568,2001-08-18,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Don Rossner,1,43.0,F,patron felt back discomfort after exiting the ride.,Back Pain,0,Body pain (normal motion),False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
286,917397,2007-10-08,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,54.0,F,Guest stated her nose began to bleed during the ride.,nosebleed,0,Illness or neurological symptoms,False,False,False,0,2007,"Anaheim, CA"
9229,898504,2001-07-19,CA,0,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,Wave Tek,1,15.0,U,"Guest saw a wave, dove into water, but it was too shallow.  She hit her chin on bottom.",Laceration on chin.  Transported to hospital for possible sutures.,0,Impact: hit something in participatory attraction,False,False,False,0,2001,"0, CA"
1809,917898,2006-07-03,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,flume ride,In-house,1,33.0,M,Guest's sister stated guest is diabetic and had not eaten or drank all day when he collapsed after the ride.,collapsed,0,Illness or neurological symptoms,False,False,False,0,2006,"Anaheim, CA"
4445,920059,2004-07-09,CA,Santa Cruz,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Tilt-a-whirl/waltzer,Tilt-a-Whirl,Sellner,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2004,"Santa Cruz, CA"
1661,914936,2006-07-19,NJ,Fairfield,P,New Jersey Dept. of Community Affairs,Carnival or rental,recreation,challenge activity,Mechanical bull-type,mechanical bull,Galaxy America LLC,1,12.0,F,Girl fell of bull on Level 3 after 39 seconds. Appeared to land on inflatable be same as any other line.Reported to Camp Nurse who thought it was nothing serious. Not notified of any intent to visit doctor until late Friday. Did not receive all info until Monday.,0,0,Fall: ejection/fall from ride,False,False,False,Inadvertent Rider Mishap,2006,"Fairfield, NJ"
3436,914558,2005-06-05,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,SCS Interactive,1,12.0,U,"While playing in Cove, was pushed by another patron. Treated and released.",0,0,Fall: in climb or play area,False,False,False,Rider Hit by Others,2005,"Clementon, NJ"
5388,912396,2003-08-07,MI,Lapeer,F,Michigan Dept. of Labor and Economic Growth,Water park,water park,water slide,Water slide - undefined,waterslide,0,1,54.0,F,"Possible flip of body in slide; banged head, knee and elbow.",Bruises,0,Impact: hit something in participatory attraction,False,False,False,Slide was tested 6 times next day; unable to reproduce flip.  Implemented weight limit of 150 lb.,2003,"Lapeer, MI"
9592,907183,2001-07-01,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,other attraction,Walk-through,Persian Camel,KMMS Inc.,1,44.0,F,Patron stated the railing came loose causing her to fall back injuring her right arm and lumbar area,Lower back pain,0,Equipment failure,True,False,False,Product failure,2001,"Seaside Heights, NJ"
11078,905463,2000-07-29,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,pendulum,Flying carpet ride,Falling Star,"Chance Manufacturing, Inc.",1,20.0,F,Patron stated that she was getting on the ride when the lap bar hit her in the head.,Pain in right side of head,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
3649,912436,2005-04-10,NY,Middle Island,P,New York Dept. of Labor,Carnival or rental,amusement ride,coaster,Coaster - family/kiddie,Dragon Wagon,"Wisdom Industries, Ltd.",1,5.0,M,"Child fell or jumped from ride at about the halfway mark of the track, hitting ride fencing and pavement.  He was sitting alone in the first car.  Witnesses say the child unbuckled his belt and stood up prior to falling.","Transported to the hospital, treated for broken tooth, cuts and scrapes to head, chest, and legs.",https://saferparksdata.org/sites/default/files/accident_reports/NY_912436.pdf,Fall: ejection/fall from ride,False,False,False,Ride uses one-inch straps with plastic buckles to restrain riders.,2005,"Middle Island, NY"
8527,906477,2001-08-26,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Plane/jet/helicopter,Mini Jet,Zamperla,1,4.0,U,Patrons sister shut the door of the Mini Jet.  When the door swung shut it hit patron in the head.,Bump on head,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
6704,911093,2002-08-16,NJ,Bayville,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,go kart,Thriller,1,12.0,M,"Patron's car ran out of gas while going up bricken one.  Another car the struck him from behind, patron struck his head on the steering wheel.",Hurt Forehead,0,Collision: patron-controlled vehicles,False,False,False,0,2002,"Bayville, NJ"
